"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
29,"No","Non-Travel","R&D",3,"Below College","Marketing","Medium","Male","High","1","LabTech","Low","Divorced",4723,1,"No",18,"Very High","0",10,3,"High",10,9,1,5
35,"No","Non-Travel","R&D",10,"Master","Marketing","Low","Female","High","2","SalesExec","High","Divorced",6142,3,"No",16,"High","0",10,4,"High",5,2,0,4
39,"No","Non-Travel","HR",6,"Bachelor","Marketing","Very High","Male","Very High","3","ResearchDir","High","Married",8237,2,"Yes",11,"Low","1",11,3,"High",7,6,7,6
29,"No","Frequently","R&D",2,"Below College","Other","Low","Male","High","2","SalesExec","Very High","Single",8853,1,"Yes",19,"Very High","1",6,0,"Very High",6,4,1,3
50,"No","Non-Travel","HR",9,"Bachelor","Medical","High","Male","High","5","ManufacturingDir","High","Married",19331,4,"No",16,"High","1",27,2,"High",1,0,0,0
23,"No","Non-Travel","R&D",10,"Bachelor","HR","Very High","Male","Very High","1","SalesRep","High","Married",2073,2,"Yes",16,"Very High","1",4,2,"High",2,2,2,2
36,"No","Frequently","R&D",6,"Master","Other","Low","Male","Very High","2","LabTech","Low","Married",5562,3,"No",13,"Very High","1",9,3,"High",3,2,0,2
42,"No","Non-Travel","R&D",9,"College","Tech","Very High","Male","Medium","5","ManufacturingDir","Very High","Divorced",19613,8,"Yes",22,"Very High","0",24,2,"High",1,0,0,1
35,"No","Non-Travel","R&D",28,"Bachelor","Other","Medium","Male","Very High","2","LabTech","High","Married",3407,1,"Yes",17,"Very High","2",10,3,"Medium",10,9,6,8
34,"No","Frequently","R&D",10,"Master","HR","Very High","Male","Medium","2","SalesExec","High","Married",5063,1,"Yes",14,"Medium","1",8,3,"Medium",8,2,7,7
40,"No","Non-Travel","HR",14,"College","Other","Very High","Female","High","2","ResearchDir","Low","Married",4639,1,"Yes",15,"High","1",5,2,"High",5,4,1,2
43,"No","Non-Travel","R&D",27,"Bachelor","HR","Very High","Male","Very High","1","LabTech","Medium","Single",4876,5,"Yes",12,"High","1",8,0,"High",6,4,0,2
35,"No","Non-Travel","R&D",7,"College","Other","High","Male","Medium","1","LabTech","Very High","Married",2690,1,"Yes",18,"Very High","1",1,5,"Medium",1,0,0,1
46,"No","Non-Travel","HR",1,"Master","Other","Very High","Male","Very High","4","ManufacturingDir","Low","Divorced",17567,1,"Yes",15,"Medium","0",27,5,"Low",26,0,0,12
28,"Yes","Non-Travel","R&D",24,"Bachelor","Marketing","High","Male","High","1","LabTech","Medium","Married",2408,1,"No",17,"High","3",1,3,"High",1,1,0,0
22,"No","Rarely","R&D",26,"College","Tech","Medium","Female","Medium","1","SalesRep","High","Married",2814,1,"No",14,"Medium","0",4,2,"Medium",4,2,1,3
50,"No","Frequently","R&D",20,"Doctor","Marketing","Medium","Male","High","4","SalesExec","High","Married",11245,2,"No",15,"High","1",32,3,"High",30,8,12,13
32,"No","Non-Travel","R&D",5,"Master","Tech","Medium","Female","Very High","1","SalesRep","Very High","Married",3312,3,"Yes",17,"Very High","2",6,3,"High",3,2,0,2
44,"No","Non-Travel","R&D",7,"Bachelor","Marketing","Medium","Female","High","5","Mgr","Very High","Single",19049,0,"No",14,"Very High","1",23,4,"Medium",22,7,1,10
30,"No","Non-Travel","R&D",7,"Bachelor","Marketing","Medium","Male","Medium","1","SalesRep","Medium","Married",2141,1,"Yes",12,"Medium","1",6,3,"Medium",6,4,1,1
45,"No","Non-Travel","R&D",5,"Doctor","Marketing","High","Female","Low","2","LabTech","Low","Divorced",5769,1,"No",14,"Low","0",10,3,"High",10,7,1,4
45,"No","Rarely","HR",26,"Bachelor","Medical","Low","Male","Medium","2","ResearchDir","Low","Married",4385,1,"Yes",15,"Low","1",10,2,"High",10,7,4,5
31,"No","Frequently","HR",2,"Master","Tech","Very High","Male","High","2","ResearchDir","Low","Divorced",5332,7,"Yes",13,"Very High","0",10,3,"High",5,2,0,3
36,"No","Non-Travel","R&D",12,"Master","Other","High","Female","High","2","HealthcareRep","High","Married",4663,9,"No",12,"Medium","2",7,2,"High",3,2,1,1
34,"No","Frequently","R&D",10,"Master","Other","High","Male","Very High","2","HealthcareRep","Very High","Single",4724,1,"Yes",13,"Low","1",9,3,"High",9,7,7,2
49,"No","Non-Travel","R&D",25,"Master","Other","High","Female","High","1","LabTech","Low","Married",3211,1,"Yes",14,"Very High","1",10,3,"Medium",9,6,1,4
39,"No","Non-Travel","R&D",10,"Doctor","Marketing","Medium","Male","High","2","HealthcareRep","Low","Married",5377,2,"Yes",13,"Very High","3",10,3,"High",7,7,7,7
27,"No","Non-Travel","R&D",19,"Bachelor","Tech","Very High","Male","Medium","1","LabTech","Low","Single",4066,1,"Yes",11,"Low","2",7,3,"High",7,7,0,7
35,"No","Non-Travel","R&D",18,"Doctor","Other","Medium","Male","Very High","2","SalesRep","Low","Married",5208,1,"Yes",11,"Very High","0",16,2,"High",16,15,1,10
28,"No","Non-Travel","R&D",27,"Bachelor","Marketing","Medium","Female","Low","2","HealthcareRep","Low","Single",4877,0,"Yes",21,"Medium","1",6,5,"Medium",5,3,0,0
21,"No","Non-Travel","R&D",5,"Below College","Marketing","High","Male","High","1","SalesRep","Very High","Divorced",3117,1,"Yes",18,"High","0",3,2,"High",2,2,2,2
18,"Yes","Frequently","HR",3,"College","Marketing","Medium","Female","High","1","HR Personnel","Very High","Divorced",1569,1,"No",12,"High","0",0,2,"Very High",0,0,0,0
47,"No","Non-Travel","Sales",26,"Master","Other","Very High","Female","High","5","ManufacturingDir","High","Married",19658,3,"Yes",11,"High","1",27,2,"High",5,2,1,0
39,"No","Non-Travel","R&D",3,"College","Marketing","High","Male","Medium","2","LabTech","High","Single",3069,0,"Yes",15,"Very High","1",11,3,"High",10,8,0,7
40,"No","Non-Travel","R&D",15,"Bachelor","Other","Low","Female","Medium","3","HealthcareRep","High","Married",10435,1,"Yes",13,"Very High","2",18,2,"High",18,15,14,12
35,"No","Rarely","R&D",8,"Master","Other","High","Female","High","2","SalesExec","High","Married",4148,1,"Yes",12,"Very High","1",15,5,"High",14,11,2,9
37,"No","Non-Travel","R&D",19,"Bachelor","Other","High","Male","High","2","HealthcareRep","High","Married",5768,3,"Yes",17,"Low","3",9,2,"Medium",4,3,0,2
39,"No","Frequently","R&D",4,"Bachelor","Marketing","Low","Female","High","2","HealthcareRep","High","Divorced",5042,0,"Yes",13,"Very High","0",10,2,"Low",9,2,3,8
45,"No","Non-Travel","R&D",2,"College","Tech","Very High","Female","Medium","2","HealthcareRep","Very High","Single",5770,1,"Yes",19,"Low","2",10,3,"High",10,7,3,9
38,"No","Non-Travel","R&D",2,"College","Marketing","Very High","Female","Medium","3","HealthcareRep","High","Married",7756,3,"No",19,"Very High","1",10,6,"Very High",5,4,0,2
35,"Yes","Non-Travel","HR",10,"Bachelor","Marketing","Very High","Male","Medium","3","ResearchDir","Low","Married",10306,9,"Yes",17,"High","0",15,3,"High",13,12,6,0
37,"No","Non-Travel","R&D",10,"Bachelor","Marketing","Medium","Female","High","1","SalesRep","Medium","Married",3936,1,"Yes",11,"Low","1",8,2,"Low",8,4,7,7
40,"No","Non-Travel","R&D",16,"Bachelor","Other","High","Female","High","3","HealthcareRep","Very High","Divorced",7945,6,"No",15,"Very High","0",18,2,"Medium",4,2,3,3
44,"No","Frequently","Sales",1,"Doctor","LifeSci","Low","Male","High","2","ResearchSci","Very High","Married",5743,4,"No",11,"High","0",14,3,"High",10,7,0,2
48,"No","Frequently","R&D",4,"Doctor","Marketing","High","Male","Medium","4","ManufacturingDir","Very High","Married",15202,2,"Yes",25,"Medium","1",23,3,"High",2,2,2,2
35,"Yes","Non-Travel","HR",15,"College","Marketing","Low","Male","Low","2","ResearchDir","Very High","Single",5440,6,"No",14,"Very High","2",7,2,"Medium",2,2,2,2
24,"No","Frequently","R&D",2,"Below College","HR","Low","Female","High","1","SalesRep","Very High","Divorced",3760,1,"No",13,"High","0",6,2,"High",6,3,1,3
27,"No","Non-Travel","R&D",8,"Bachelor","Marketing","Medium","Female","Very High","1","SalesRep","High","Married",3517,7,"Yes",17,"Low","0",5,0,"High",3,2,0,2
27,"No","Frequently","R&D",2,"Bachelor","Marketing","Very High","Male","High","1","SalesRep","Very High","Divorced",2580,2,"Yes",13,"High","0",6,0,"Medium",4,2,1,2
40,"Yes","Non-Travel","R&D",7,"Bachelor","Other","Low","Male","High","1","LabTech","Low","Divorced",2166,3,"No",14,"Medium","0",10,3,"Low",4,2,0,3
29,"No","Non-Travel","HR",10,"Bachelor","Marketing","High","Male","Medium","2","ResearchDir","High","Divorced",5869,9,"Yes",11,"High","0",8,2,"High",5,2,1,4
36,"No","Non-Travel","R&D",5,"Master","Other","Medium","Female","High","3","SalesExec","Low","Married",8008,4,"Yes",12,"High","2",9,6,"High",3,2,0,2
25,"No","Frequently","R&D",2,"Below College","Other","Very High","Male","Very High","2","HealthcareRep","High","Single",5206,1,"Yes",17,"High","2",7,6,"High",7,7,0,7
39,"No","Non-Travel","R&D",12,"Bachelor","Marketing","Very High","Male","High","2","HealthcareRep","Medium","Married",5295,4,"Yes",21,"High","0",7,3,"High",5,4,1,0
49,"No","Non-Travel","R&D",22,"Master","Tech","Low","Female","High","4","Mgr","Medium","Married",16413,3,"Yes",16,"Medium","2",27,2,"High",4,2,1,2
50,"No","Non-Travel","R&D",17,"Doctor","Other","Very High","Female","Medium","3","Mgr","Low","Single",13269,5,"Yes",15,"High","3",19,3,"High",14,11,1,11
20,"No","Non-Travel","HR",2,"Bachelor","Marketing","High","Female","High","1","HR Personnel","High","Divorced",2783,1,"Yes",19,"Low","0",2,3,"High",2,2,2,2
34,"No","Non-Travel","R&D",3,"Bachelor","Other","Very High","Female","High","2","SalesRep","Medium","Single",5433,1,"Yes",12,"High","1",11,2,"High",11,8,7,9
36,"No","Non-Travel","R&D",7,"Bachelor","Other","Low","Male","High","1","LabTech","Medium","Divorced",2013,2,"Yes",11,"High","0",15,4,"High",4,3,1,3
49,"No","Non-Travel","R&D",6,"Below College","Other","High","Female","Medium","4","SalesExec","High","Married",13966,2,"No",19,"Medium","1",30,3,"High",15,11,2,12
36,"No","Rarely","R&D",1,"Master","Marketing","Very High","Female","Medium","2","HealthcareRep","High","Married",4374,0,"Yes",15,"High","0",4,6,"High",3,2,1,2
36,"No","Non-Travel","R&D",3,"College","Other","Very High","Male","Very High","2","SalesExec","Low","Single",6842,6,"Yes",20,"Low","1",13,3,"High",5,4,0,4
54,"No","Non-Travel","R&D",22,"Doctor","Marketing","Medium","Female","High","4","ManufacturingDir","High","Married",17426,3,"Yes",25,"High","1",36,6,"High",10,8,4,7
43,"No","Non-Travel","R&D",15,"College","Other","High","Male","Medium","4","Mgr","High","Married",17603,1,"Yes",24,"Low","1",14,3,"High",14,10,6,11
35,"Yes","Frequently","HR",12,"Master","Tech","Very High","Male","High","2","ResearchDir","Very High","Divorced",4581,3,"No",24,"Low","0",13,2,"Very High",11,9,6,7
38,"No","Frequently","R&D",1,"Bachelor","Other","Very High","Male","High","2","SalesRep","Very High","Married",4735,7,"Yes",15,"Very High","2",19,4,"Very High",13,11,2,9
29,"No","Non-Travel","HR",5,"Bachelor","Marketing","Low","Male","Medium","2","ResearchDir","Medium","Single",4187,1,"No",13,"Medium","1",10,3,"Medium",10,0,0,9
33,"No","Non-Travel","HR",2,"Master","Marketing","Very High","Male","High","2","ResearchDir","Very High","Single",5505,1,"Yes",14,"High","2",6,5,"High",6,2,0,4
32,"No","Non-Travel","R&D",2,"Bachelor","Marketing","Very High","Male","High","2","SalesRep","Medium","Single",5470,0,"Yes",13,"High","2",10,4,"Medium",9,5,1,6
31,"No","Non-Travel","HR",5,"Master","Other","Low","Female","High","2","ResearchDir","Very High","Married",5476,1,"Yes",11,"Low","2",10,2,"High",10,0,0,2
49,"No","Non-Travel","R&D",16,"Bachelor","Marketing","Very High","Female","High","1","LabTech","Low","Single",2587,4,"No",16,"Medium","1",17,2,"Medium",2,2,2,2
38,"No","Frequently","R&D",2,"Bachelor","Marketing","Very High","Female","Medium","1","LabTech","Medium","Divorced",2440,1,"Yes",22,"Medium","0",4,3,"High",4,3,3,3
47,"No","Non-Travel","HR",2,"Master","Other","Medium","Female","Very High","4","ManufacturingDir","Medium","Single",15972,6,"Yes",14,"High","3",29,2,"High",3,2,1,2
49,"No","Non-Travel","R&D",1,"Bachelor","Other","High","Male","High","4","ManufacturingDir","High","Divorced",15379,4,"Yes",14,"Low","0",23,2,"High",8,7,0,0
41,"No","Non-Travel","HR",23,"College","Other","Very High","Male","High","3","ResearchDir","High","Divorced",7082,3,"No",16,"Very High","0",21,2,"High",2,0,0,2
20,"No","Non-Travel","HR",9,"Below College","Other","Very High","Male","High","1","HR Personnel","Low","Divorced",2728,1,"Yes",11,"Low","0",2,3,"High",2,2,0,2
33,"No","Rarely","HR",16,"Bachelor","Other","High","Female","High","2","ResearchDir","Very High","Single",5368,1,"No",25,"High","1",7,2,"High",6,5,1,2
36,"No","Non-Travel","R&D",26,"Master","Other","Low","Male","High","2","SalesExec","High","Married",5347,6,"Yes",14,"Medium","2",10,2,"Medium",3,2,0,2
44,"No","Non-Travel","Sales",1,"Bachelor","Other","High","Female","High","1","ResearchSci","Very High","Single",3195,4,"No",18,"Low","3",8,2,"High",2,2,2,2
23,"Yes","Non-Travel","R&D",8,"Below College","Marketing","Very High","Male","Medium","1","LabTech","High","Divorced",3989,1,"No",11,"Low","0",5,2,"High",5,4,1,2
38,"No","Non-Travel","R&D",4,"College","Marketing","Very High","Female","High","1","LabTech","High","Married",3306,7,"Yes",19,"Very High","1",7,5,"Medium",0,0,0,0
53,"No","Non-Travel","R&D",24,"Master","Marketing","Medium","Male","Very High","3","SalesExec","Very High","Married",7005,3,"Yes",15,"High","0",11,2,"High",4,3,1,2
48,"Yes","Frequently","HR",7,"College","Marketing","Very High","Female","High","1","HR Personnel","High","Married",2655,2,"No",11,"High","2",19,3,"High",9,7,7,7
32,"Yes","Non-Travel","R&D",2,"Master","Other","Very High","Male","High","1","LabTech","Medium","Divorced",1393,1,"Yes",12,"Low","0",1,2,"High",1,0,0,0
26,"No","Rarely","R&D",7,"Bachelor","Marketing","Very High","Male","High","1","LabTech","Very High","Divorced",2570,1,"Yes",20,"High","0",7,5,"High",7,7,5,7
55,"No","Non-Travel","R&D",22,"Bachelor","HR","Low","Male","Medium","1","SalesRep","Medium","Single",3537,5,"Yes",12,"Very High","1",8,1,"High",4,2,1,2
34,"No","Non-Travel","R&D",5,"College","Marketing","Medium","Male","Medium","2","LabTech","Very High","Married",3986,1,"Yes",14,"High","1",15,3,"Very High",15,10,4,13
60,"No","Non-Travel","R&D",1,"Master","Marketing","High","Male","Low","3","SalesExec","Very High","Single",10883,3,"Yes",20,"High","1",19,2,"Very High",1,0,0,0
33,"No","Non-Travel","R&D",21,"Bachelor","Marketing","Medium","Male","Very High","1","LabTech","Medium","Married",2028,1,"Yes",18,"Very High","3",14,6,"High",14,11,2,13
37,"No","Frequently","HR",1,"Master","Marketing","High","Male","Low","2","ResearchDir","Very High","Single",9525,1,"Yes",14,"High","2",6,2,"Medium",6,3,1,3
34,"No","Non-Travel","R&D",19,"Bachelor","Other","Medium","Female","Medium","1","SalesRep","Very High","Married",2929,1,"Yes",12,"Medium","0",10,3,"High",10,9,8,7
23,"Yes","Non-Travel","HR",7,"Bachelor","Other","High","Male","High","1","HR Personnel","Very High","Single",2275,1,"No",21,"Medium","1",3,2,"High",3,2,0,2
44,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Female","Very High","3","SalesExec","Very High","Married",7879,1,"No",19,"Medium","1",9,2,"High",8,7,6,7
35,"No","Frequently","R&D",2,"Master","Marketing","Low","Male","Medium","1","SalesRep","Very High","Divorced",4930,0,"No",14,"High","0",6,2,"Very High",5,4,1,4
43,"No","Non-Travel","HR",2,"Bachelor","Marketing","Very High","Male","High","2","ResearchDir","Very High","Married",7847,1,"No",17,"Low","1",10,3,"High",10,9,8,8
24,"No","Non-Travel","R&D",9,"Bachelor","Marketing","High","Male","Very High","1","SalesRep","High","Married",4401,1,"Yes",16,"Very High","1",5,1,"High",5,3,0,4
41,"No","Non-Travel","HR",6,"Bachelor","Medical","Very High","Male","High","3","ResearchDir","High","Divorced",9241,1,"Yes",12,"Medium","0",10,3,"High",10,8,8,7
29,"No","Non-Travel","R&D",9,"Master","Marketing","Very High","Female","High","1","LabTech","High","Married",2974,9,"Yes",17,"High","1",9,2,"High",5,3,1,2
36,"No","Non-Travel","HR",2,"Master","Other","High","Female","High","2","HR Personnel","Very High","Divorced",4502,3,"Yes",15,"High","0",17,2,"Medium",13,7,6,7
45,"No","Rarely","R&D",1,"Below College","Other","High","Male","Medium","3","SalesExec","High","Married",10748,3,"Yes",23,"Very High","1",25,3,"Medium",23,15,14,4
24,"Yes","Non-Travel","Sales",22,"Below College","LifeSci","Very High","Male","Low","1","ResearchSci","High","Married",1555,1,"Yes",11,"High","1",1,2,"High",1,0,0,0
47,"Yes","Frequently","HR",9,"Bachelor","Other","High","Male","Low","4","ResearchDir","High","Married",12936,7,"Yes",11,"High","0",25,3,"Low",23,5,14,10
26,"No","Non-Travel","R&D",17,"Master","Marketing","Very High","Male","Low","1","LabTech","High","Married",2305,1,"Yes",15,"High","3",3,3,"Very High",3,2,0,2
45,"No","Non-Travel","R&D",28,"College","HR","Very High","Female","Medium","4","Mgr","Medium","Divorced",16704,1,"Yes",11,"High","0",21,2,"High",21,6,8,6
32,"No","Frequently","R&D",10,"Bachelor","Other","Low","Male","High","1","SalesRep","High","Married",3433,6,"Yes",13,"Low","1",10,3,"Medium",5,2,1,3
31,"No","Non-Travel","R&D",2,"Master","Other","Medium","Male","High","1","LabTech","High","Married",3477,1,"Yes",14,"Very High","1",6,2,"Very High",5,2,0,3
41,"No","Rarely","Sales",4,"Bachelor","LifeSci","High","Male","Low","2","ResearchSci","Medium","Married",6430,6,"Yes",19,"Medium","1",10,4,"High",3,2,1,2
40,"No","Non-Travel","R&D",8,"College","Other","Medium","Female","High","2","HealthcareRep","Low","Married",6516,2,"No",16,"Medium","1",18,3,"High",1,0,0,0
24,"No","Non-Travel","R&D",29,"Below College","Marketing","Medium","Male","High","1","LabTech","Low","Single",3907,1,"Yes",13,"Medium","3",6,2,"Very High",6,2,1,2
46,"No","Non-Travel","R&D",13,"Master","Other","High","Male","High","2","SalesExec","Medium","Divorced",5562,6,"Yes",14,"Very High","0",19,3,"High",10,7,0,9
35,"No","Non-Travel","R&D",27,"Master","Other","Very High","Male","High","2","HealthcareRep","High","Married",6883,2,"Yes",16,"Medium","1",17,3,"High",7,7,0,7
30,"No","Non-Travel","R&D",16,"Below College","Other","Medium","Male","High","1","SalesRep","Very High","Married",2862,1,"Yes",12,"Medium","1",10,2,"Medium",10,0,0,8
47,"No","Rarely","HR",2,"Master","Medical","High","Male","High","2","ResearchDir","Medium","Married",4978,7,"Yes",11,"Very High","1",4,3,"Low",1,0,0,0
46,"No","Non-Travel","HR",2,"Bachelor","Other","High","Male","High","3","ResearchDir","Very High","Single",10368,4,"No",12,"Medium","1",13,5,"Medium",10,6,0,3
36,"Yes","Non-Travel","HR",13,"Doctor","Medical","Medium","Male","Medium","2","ResearchDir","Low","Single",6134,5,"No",13,"Medium","3",16,3,"High",2,2,2,2
32,"Yes","Non-Travel","HR",1,"College","Other","Low","Male","Low","2","ResearchDir","Medium","Divorced",6735,6,"Yes",15,"Medium","0",10,2,"High",0,0,0,0
23,"No","Non-Travel","R&D",4,"Below College","Marketing","High","Female","High","1","LabTech","Medium","Divorced",3295,1,"Yes",13,"High","0",3,3,"Low",3,2,1,2
31,"No","Frequently","R&D",24,"Below College","HR","Very High","Female","High","2","HealthcareRep","Very High","Divorced",5238,2,"Yes",20,"Very High","0",9,3,"Medium",5,4,1,4
39,"No","Rarely","R&D",1,"Bachelor","Other","Very High","Male","High","2","LabTech","Very High","Married",6472,1,"No",15,"Very High","1",9,2,"High",9,8,5,8
32,"No","Non-Travel","HR",19,"Bachelor","Other","Very High","Male","Low","3","ResearchDir","High","Married",9610,3,"Yes",13,"High","1",10,2,"Low",4,3,0,2
40,"No","Non-Travel","HR",7,"Master","Marketing","Medium","Male","High","5","ManufacturingDir","Medium","Divorced",19833,1,"Yes",14,"Medium","0",21,3,"Medium",21,8,12,8
45,"No","Non-Travel","Sales",4,"Bachelor","Other","High","Female","Low","3","ResearchSci","High","Married",9756,4,"Yes",21,"High","2",9,2,"Very High",5,0,0,3
30,"No","Frequently","R&D",2,"Master","HR","Very High","Female","Medium","1","SalesRep","Low","Divorced",4968,0,"Yes",16,"Very High","0",10,2,"High",9,7,0,7
24,"No","Frequently","Sales",10,"Bachelor","Marketing","Low","Male","High","1","ResearchSci","Very High","Married",2145,0,"Yes",14,"Very High","1",3,2,"High",2,2,2,1
30,"Yes","Frequently","Sales",8,"Bachelor","LifeSci","High","Female","Medium","1","ResearchSci","Very High","Single",2180,6,"Yes",11,"High","1",6,0,"Medium",4,2,1,2
31,"No","Non-Travel","HR",5,"Bachelor","HR","Low","Male","High","2","ResearchDir","High","Married",8346,1,"Yes",19,"High","1",6,3,"High",5,2,0,2
27,"No","Non-Travel","R&D",8,"Bachelor","Marketing","High","Female","High","1","SalesRep","Very High","Divorced",3445,1,"Yes",11,"High","0",6,5,"Medium",6,2,1,4
29,"Yes","Non-Travel","HR",9,"Bachelor","Medical","Medium","Female","Low","1","HR Personnel","Medium","Divorced",2760,1,"Yes",13,"High","0",2,3,"High",2,2,2,2
29,"No","Frequently","R&D",1,"Bachelor","Other","Very High","Male","Very High","2","SalesExec","High","Divorced",6294,8,"No",12,"Very High","0",10,5,"Very High",3,2,0,2
30,"No","Non-Travel","HR",15,"College","Medical","High","Male","Medium","3","ResearchDir","Low","Single",7140,2,"Yes",11,"Low","1",12,2,"High",7,7,1,7
34,"No","Non-Travel","R&D",2,"Master","Marketing","Very High","Male","Very High","1","SalesRep","Very High","Married",2932,0,"No",14,"Low","3",6,3,"High",5,0,1,2
33,"No","Rarely","HR",2,"Bachelor","Medical","Very High","Female","High","2","ResearchDir","Medium","Divorced",5147,8,"Yes",15,"Very High","0",13,2,"Medium",11,7,1,7
49,"No","Non-Travel","HR",11,"Master","Medical","Very High","Female","High","2","ResearchDir","Very High","Divorced",4507,3,"Yes",12,"High","0",8,1,"Very High",5,1,0,4
33,"Yes","Non-Travel","HR",16,"Bachelor","Other","Low","Female","High","3","ResearchDir","Low","Divorced",8564,2,"No",20,"High","0",11,2,"Medium",0,0,0,0
38,"No","Frequently","R&D",2,"College","Marketing","High","Female","Medium","1","LabTech","Medium","Married",2468,4,"Yes",14,"Medium","1",9,4,"Medium",6,1,0,5
31,"Yes","Non-Travel","HR",16,"Master","Medical","Low","Male","High","3","ResearchDir","High","Married",8161,2,"Yes",13,"Low","3",10,2,"High",1,0,0,0
29,"No","Non-Travel","R&D",4,"Bachelor","HR","Very High","Female","Medium","1","SalesRep","Low","Single",2109,1,"Yes",13,"High","1",1,2,"High",1,0,0,0
30,"No","Non-Travel","R&D",16,"Bachelor","Other","High","Male","Very High","2","SalesExec","High","Married",5294,3,"Yes",16,"High","1",10,3,"High",7,0,1,7
32,"No","Rarely","R&D",5,"Master","HR","Medium","Male","High","1","SalesRep","Medium","Divorced",2718,2,"Yes",14,"Medium","0",12,3,"High",7,7,0,7
38,"No","Non-Travel","R&D",18,"Bachelor","Marketing","Medium","Male","Low","2","SalesExec","Very High","Married",5811,3,"No",16,"High","1",15,2,"High",1,0,1,0
43,"Yes","Frequently","R&D",17,"Bachelor","HR","High","Male","Medium","1","SalesRep","High","Married",2437,9,"No",16,"Very High","1",6,4,"High",1,0,0,0
42,"No","Non-Travel","R&D",12,"Bachelor","Marketing","Medium","Male","High","1","LabTech","Medium","Single",2766,8,"Yes",22,"Medium","3",7,6,"Medium",5,3,0,4
55,"No","Non-Travel","R&D",2,"Bachelor","Marketing","High","Male","Medium","5","Mgr","Low","Married",19038,8,"Yes",12,"Medium","3",34,2,"High",1,0,0,0
33,"No","Rarely","R&D",4,"Bachelor","HR","Very High","Male","High","2","SalesRep","Medium","Single",3055,5,"Yes",15,"Very High","2",11,2,"Medium",9,8,1,7
41,"No","Non-Travel","R&D",9,"Master","Other","High","Male","High","1","LabTech","Low","Single",2289,1,"Yes",20,"Medium","2",5,2,"High",5,3,0,4
34,"No","Rarely","HR",10,"Bachelor","Other","Very High","Male","High","2","ResearchDir","High","Single",4001,1,"No",14,"High","1",15,3,"High",15,14,0,7
53,"No","Rarely","R&D",1,"Master","Marketing","Low","Female","Medium","4","HealthcareRep","High","Married",12965,4,"No",20,"Very High","3",27,2,"Medium",3,2,0,2
43,"No","Non-Travel","Sales",2,"Bachelor","Other","Medium","Male","High","1","ResearchSci","Very High","Divorced",3539,0,"Yes",13,"Medium","0",10,5,"High",9,7,1,8
34,"No","Non-Travel","HR",3,"College","Other","Very High","Female","Low","2","ResearchDir","Very High","Divorced",6029,5,"Yes",12,"Low","0",6,3,"High",2,2,2,2
21,"Yes","Non-Travel","HR",7,"Below College","Medical","Medium","Male","High","1","HR Personnel","Medium","Divorced",2679,1,"Yes",13,"Medium","0",1,3,"High",1,0,1,0
38,"No","Non-Travel","R&D",6,"College","Tech","Very High","Female","Medium","1","LabTech","High","Married",3702,1,"Yes",11,"Medium","1",5,3,"High",5,4,0,4
22,"Yes","Non-Travel","R&D",8,"Below College","Marketing","High","Female","High","1","LabTech","Low","Married",2398,1,"No",17,"High","0",1,6,"High",1,0,0,0
31,"No","Non-Travel","HR",29,"Master","Medical","Low","Female","Medium","2","ResearchDir","Very High","Married",5468,1,"Yes",14,"Low","2",13,3,"High",12,7,5,7
51,"No","Non-Travel","R&D",3,"Bachelor","HR","Low","Female","High","3","ManufacturingDir","High","Married",13116,2,"Yes",11,"Very High","0",15,2,"High",2,2,2,2
37,"No","Non-Travel","HR",9,"College","Medical","Medium","Male","Medium","2","ResearchDir","Medium","Married",4189,1,"Yes",14,"Low","2",5,2,"High",5,2,0,3
46,"No","Non-Travel","R&D",2,"Master","Marketing","High","Male","High","5","Mgr","Very High","Single",19328,7,"No",17,"High","1",24,3,"High",2,1,2,2
36,"No","Non-Travel","R&D",10,"Bachelor","Other","Very High","Male","High","3","SalesExec","Low","Married",8321,7,"No",13,"Very High","1",15,1,"High",12,8,5,7
44,"Yes","Frequently","R&D",1,"College","Marketing","High","Male","High","1","SalesRep","Medium","Single",2342,1,"No",12,"High","3",6,2,"Medium",5,3,2,3
37,"No","Non-Travel","Sales",8,"College","Tech","High","Male","High","2","ResearchSci","Medium","Single",4071,2,"Yes",13,"High","0",19,4,"Medium",10,0,4,7
35,"Yes","Non-Travel","HR",27,"Bachelor","Other","High","Male","High","2","ResearchDir","Very High","Divorced",5813,1,"No",18,"Very High","0",10,2,"High",10,7,7,7
33,"No","Non-Travel","R&D",8,"Master","Other","Very High","Male","Very High","1","SalesRep","Low","Married",3143,6,"Yes",19,"Medium","1",14,1,"High",10,8,7,6
28,"No","Non-Travel","R&D",1,"Bachelor","Other","High","Male","High","1","SalesRep","Very High","Married",2044,1,"Yes",11,"High","1",5,6,"Very High",5,3,0,3
39,"No","Non-Travel","R&D",10,"Below College","Marketing","High","Male","High","3","Mgr","High","Divorced",13464,7,"Yes",21,"High","0",9,3,"High",4,3,2,2
